Threshold,Sample size,Phishing count,Phishing prevalence,Precision,Recall,F1,False Positives,False Negatives,True Positives,True Negatives,Alerts
0.3,287,14,0.04878048780487805,0.35,1.0,0.5185185185185185,26,0,14,247,40
0.5,287,14,0.04878048780487805,0.5384615384615384,1.0,0.7,12,0,14,261,26
0.7,287,14,0.04878048780487805,0.7368421052631579,1.0,0.8484848484848485,5,0,14,268,19
0.9,287,14,0.04878048780487805,0.8125,0.9285714285714286,0.8666666666666667,3,1,13,270,16
